	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
43372	17	45238441	45239430	RP5-867C24.4	ENSG00000262265
43373	3	53317216	53317319	snoU13	ENSG00000238565
43374	20	18118762	18169031	CSRP2BP	ENSG00000149474
43375	11	18260770	18270190	SAA2	ENSG00000134339
43376	17	45247192	45248415	RP5-867C24.5	ENSG00000261872
43377	15	43891596	44010458	STRC	ENSG00000242866
43378	17	45298008	45298091	snoU13	ENSG00000252088
43379	17	45336724	45336786	RNU7-186P	ENSG00000238419
43380	7	116312444	116438440	MET	ENSG00000105976
43381	4	77356253	77704406	SHROOM3	ENSG00000138771
43382	10	124214169	124216868	ARMS2	ENSG00000254636
43383	3	51976361	51982883	PARP3	ENSG00000041880
43384	X	153880246	153881853	CTAG2	ENSG00000126890
43385	7	99798283	99869855	GATS	ENSG00000160844
43386	17	45380832	45400979	RP11-290H9.4	ENSG00000263293
43387	1	26363743	26372624	SLC30A2	ENSG00000158014
43388	10	74884331	74885163	RP11-152N13.16	ENSG00000272599
43389	11	61891445	61920635	INCENP	ENSG00000149503
43390	7	99815864	99819113	PVRIG	ENSG00000213413
43392	3	53317447	53381654	DCP1A	ENSG00000162290
43393	10	104238986	104262482	ACTR1A	ENSG00000138107
43395	13	50273447	50367057	KPNA3	ENSG00000102753
43397	17	19398698	19482347	SLC47A1	ENSG00000142494
43398	1	58881056	59012474	OMA1	ENSG00000162600
43400	7	99905325	99919819	SPDYE3	ENSG00000214300
43401	22	36536372	36562225	APOL3	ENSG00000128284
43402	19	45971253	45978437	FOSB	ENSG00000125740
43403	15	39892232	40075031	FSIP1	ENSG00000150667
43405	6	55921388	56258892	COL21A1	ENSG00000124749
43406	3	179512746	179754841	PEX5L	ENSG00000114757
43407	8	22014426	22021992	SFTPC	ENSG00000168484
43408	10	124221041	124274424	HTRA1	ENSG00000166033
43409	1	26377795	26394927	TRIM63	ENSG00000158022
43410	19	49468558	49470135	FTL	ENSG00000087086
43411	16	2303117	2318413	RNPS1	ENSG00000205937
43412	7	57830672	57830879	RP11-548K12.7	ENSG00000232161
43413	7	57832290	57832905	RP11-548K12.5	ENSG00000230271
43414	5	88013975	88199922	MEF2C	ENSG00000081189
43415	12	53835525	53861312	RP11-793H13.8	ENSG00000257379
43416	15	71123863	71146498	LARP6	ENSG00000166173
43417	17	38175350	38217468	MED24	ENSG00000008838
43418	19	10444452	10450499	ICAM3	ENSG00000076662
43419	5	41142336	41261540	C6	ENSG00000039537
43420	5	167956121	167957639	FBLL1	ENSG00000188573
43421	9	134735494	134955295	MED27	ENSG00000160563
43422	14	81727000	81902809	STON2	ENSG00000140022
43423	15	40091233	40213093	GPR176	ENSG00000166073
43424	X	153903529	153979858	GAB3	ENSG00000160219
43425	2	108994367	109004513	SULT1C4	ENSG00000198075
43427	5	167975500	168006605	PANK3	ENSG00000120137
43428	8	42249142	42263415	VDAC3	ENSG00000078668
43429	7	5919458	5925993	OCM	ENSG00000122543
43430	8	97251626	97273838	MTERFD1	ENSG00000156469
43431	2	65537985	65659771	SPRED2	ENSG00000198369
43433	1	59041099	59043166	TACSTD2	ENSG00000184292
43434	12	53893946	53894720	RP11-793H13.11	ENSG00000270175
43435	1	26437664	26452034	PDIK1L	ENSG00000175087
43436	12	53907768	53911392	RP11-793H13.3	ENSG00000257550
43438	20	54944445	54967393	AURKA	ENSG00000087586
43441	9	35361056	35361262	AL160274.1	ENSG00000268482
43442	2	232786530	232791113	NPPC	ENSG00000163273
43445	19	58361225	58376480	ZNF587	ENSG00000198466
43448	14	67761088	67826982	ATP6V1D	ENSG00000100554
43449	11	18287721	18291524	SAA1	ENSG00000173432
43450	1	26485511	26489119	FAM110D	ENSG00000197245
43451	6	82262307	82262537	AL359693.1	ENSG00000269494
43452	10	2495329	2495418	AC024908.1	ENSG00000264261
43455	Y	9236030	9307357	TSPY3	ENSG00000228927
43456	1	59120411	59165764	MYSM1	ENSG00000162601
43457	3	15247659	15294425	CAPN7	ENSG00000131375
43458	9	35490124	35561895	RUSC2	ENSG00000198853
43459	19	45988547	46000319	RTN2	ENSG00000125744
43460	19	58388133	58427959	CTD-2583A14.9	ENSG00000269476
43461	18	34359987	34409158	TPGS2	ENSG00000134779
43462	1	26496362	26498551	ZNF593	ENSG00000142684
43463	6	42928496	42931618	GNMT	ENSG00000124713
43464	18	214520	268050	THOC1	ENSG00000079134
43465	3	170177372	170303863	SLC7A14	ENSG00000013293
43466	9	135037334	135119921	NTNG2	ENSG00000196358
43467	X	41374187	41782716	CASK	ENSG00000147044
43468	13	50486842	50510626	SPRYD7	ENSG00000123178
43469	11	67820326	67888911	CHKA	ENSG00000110721
43470	19	58411664	58427978	ZNF417	ENSG00000173480
43471	12	88214431	88214695	RP11-248E9.7	ENSG00000258179
43472	12	88338662	88344596	RPS4XP15	ENSG00000240721
43474	X	53458206	53461320	HSD17B10	ENSG00000072506
43475	3	142442916	142526730	TRPC1	ENSG00000144935
43476	12	88445478	88445555	RNA5SP364	ENSG00000252747
43477	12	88451653	88452355	RP11-474L23.3	ENSG00000257752
43478	17	79845713	79849462	ALYREF	ENSG00000183684
43479	2	27359723	27362278	C2orf53	ENSG00000186143
43480	8	144915764	144924200	NRBP2	ENSG00000185189
43481	4	186347394	186370980	C4orf47	ENSG00000205129
43482	12	88824219	88824327	Y_RNA	ENSG00000199245
43483	3	156431673	156432717	METTL15P1	ENSG00000174912
43485	12	88975416	88975573	RNU1-117P	ENSG00000252850
43486	11	61957688	61961011	SCGB1D1	ENSG00000168515
43487	14	43458404	43458686	RP11-16O13.1	ENSG00000259047
43488	12	89404458	89413456	RP11-13A1.1	ENSG00000246363
43489	3	156465135	156534851	LINC00886	ENSG00000240875
43490	17	73894726	73926210	RP11-552F3.12	ENSG00000267426
43492	14	43744027	43744900	RP11-88E18.1	ENSG00000258406
43493	7	79173227	79174169	AC091813.2	ENSG00000226285
43495	17	8924859	9147317	NTN1	ENSG00000065320
43496	7	79283425	79283543	RNA5SP234	ENSG00000200786
43497	4	77816082	77819002	SOWAHB	ENSG00000186212
43498	12	54026572	54026935	RP11-972K6.1	ENSG00000213470
43499	14	43769466	43769798	HNRNPUP1	ENSG00000259051
43500	7	79541420	79541524	RNU6-849P	ENSG00000206818
43501	18	61420169	61472604	SERPINB7	ENSG00000166396
43503	7	79725916	79726531	AC004159.1	ENSG00000230853
43504	12	89421534	89422299	RP11-13A1.2	ENSG00000257629
43505	14	44010086	44011029	KRT8P2	ENSG00000258828
43506	12	54144231	54145619	RP11-686F15.3	ENSG00000260492
43507	9	35561828	35563896	FAM166B	ENSG00000215187
43508	7	79875242	79875538	RN7SL869P	ENSG00000244392
43509	3	156527340	156528521	PA2G4P4	ENSG00000230457
43510	17	48638429	48704835	CACNA1G	ENSG00000006283
43511	11	61976140	61981408	SCGB2A1	ENSG00000124939
43512	7	79875725	79941772	AC003988.1	ENSG00000234223
43513	12	89441964	89703330	RP11-13A1.3	ENSG00000257156
43514	19	33071974	33078358	PDCD5	ENSG00000105185
43515	12	54148142	54155888	RP11-686F15.2	ENSG00000260030
43516	12	115800817	115802550	RP11-116D17.1	ENSG00000257726
43517	14	44061345	44061465	RP11-557C9.3	ENSG00000258387
43518	12	89676000	89676062	RNU7-120P	ENSG00000238302
43519	12	54185089	54185131	SNORD81	ENSG00000223213
43521	2	27371872	27376378	TCF23	ENSG00000163792
43522	12	89713141	89713426	MRPS6P4	ENSG00000257820
43523	14	44064339	44065886	RP11-557C9.1	ENSG00000258894
43524	3	156695347	156695614	KLF3P2	ENSG00000241879
43525	1	220321635	220445796	RAB3GAP2	ENSG00000118873
43526	12	54209969	54210263	RN7SKP289	ENSG00000253053
43527	22	36585172	36600886	APOL4	ENSG00000100336
43528	12	54329112	54333427	HOXC13-AS	ENSG00000249641
43529	3	156705906	156706501	RP11-6F2.3	ENSG00000239706
43530	15	71145578	71342414	LRRC49	ENSG00000137821
43531	5	32788945	32791819	AC026703.1	ENSG00000181495
43532	19	10461209	10491352	TYK2	ENSG00000105397
43533	12	89761584	89763078	RP11-1109F11.3	ENSG00000271327
43534	10	2541913	2542762	RP11-526P5.1	ENSG00000237500
43535	12	54350318	54352745	AC012531.23	ENSG00000271090
43536	11	62009682	62012280	SCGB1D2	ENSG00000124935
43537	10	2543975	2609431	RP11-526P5.2	ENSG00000235281
43538	5	168088745	168728133	SLIT3	ENSG00000184347
43539	12	56151059	56221330	RP11-762I7.5	ENSG00000257390
43540	10	2978213	2978633	RP11-89K18.1	ENSG00000231743
43541	7	79947569	79947857	RN7SL35P	ENSG00000240347
43542	10	3052723	3055303	RP11-118K6.2	ENSG00000234182
43544	13	50570024	50594617	TRIM13	ENSG00000204977
43545	7	79959508	80014295	AC004862.6	ENSG00000232667
43546	12	54356092	54368740	HOTAIR	ENSG00000228630
43547	10	3107616	3108193	RP11-118K6.3	ENSG00000273001
43548	17	45486688	45500892	CTD-2026D20.2	ENSG00000253347
43549	7	80006870	80007151	SNRPBP1	ENSG00000223550
43550	1	59246465	59249785	JUN	ENSG00000177606
43551	X	86772752	86925050	KLHL4	ENSG00000102271
43552	14	44464984	44853748	RP11-305B6.3	ENSG00000258969
43553	17	9153788	9479908	STX8	ENSG00000170310
43554	10	3183824	3210164	PITRM1-AS1	ENSG00000237399
43555	14	44546737	44547087	RP11-305B6.2	ENSG00000259019
43556	19	49471382	49496567	GYS1	ENSG00000104812
43557	17	45527934	45569858	MRPL45P2	ENSG00000228782
43558	14	44589413	44589964	RP11-305B6.1	ENSG00000259137
43559	14	44760200	44760921	RP11-322L17.1	ENSG00000259148
43560	17	4736683	4801356	MINK1	ENSG00000141503
43561	10	3266008	3269599	RP11-298E9.5	ENSG00000236968
43562	14	44861734	44862919	RP11-99L13.2	ENSG00000259126
43563	10	3282563	3299402	RP11-298E9.6	ENSG00000226762
43564	10	3308195	3309207	RP11-195B3.1	ENSG00000227338
43565	12	116395711	116715143	MED13L	ENSG00000123066
43566	4	77870856	77961537	SEPT11	ENSG00000138758
43567	10	3529086	3545030	RP11-482E14.1	ENSG00000233321
43568	1	151375200	151431941	POGZ	ENSG00000143442
43569	19	58433252	58446761	ZNF418	ENSG00000196724
43570	17	40852293	40897071	EZH1	ENSG00000108799
43571	12	56211703	56215663	ORMDL2	ENSG00000123353
43572	16	2303738	2312343	AC009065.1	ENSG00000167970
43573	1	26503894	26516377	CNKSR1	ENSG00000142675
43574	9	35605367	35610038	TESK1	ENSG00000107140
43575	3	142534764	142608045	PCOLCE2	ENSG00000163710
43576	17	25384425	25385247	VN1R71P	ENSG00000264837
43577	4	186366336	186392913	CCDC110	ENSG00000168491
43578	17	54965270	54991399	TRIM25	ENSG00000121060
43579	2	159313476	159539391	PKP4	ENSG00000144283
43580	2	179316163	179326117	DFNB59	ENSG00000204311
43581	12	9868456	9885895	CLECL1	ENSG00000184293
43582	2	97541620	97684175	FAM178B	ENSG00000168754
43583	17	25409716	25411062	TUFMP1	ENSG00000265646
43584	6	82879700	82957471	IBTK	ENSG00000005700
43586	7	135710509	135769416	AC024084.1	ENSG00000230649
43587	13	50589390	50595058	KCNRG	ENSG00000198553
43588	14	44913950	44949821	RP11-99L13.1	ENSG00000258487
43589	18	61538926	61571124	SERPINB2	ENSG00000197632
43590	7	135777673	136122174	AC009784.3	ENSG00000232053
43591	14	44976610	45007716	RP11-163M18.1	ENSG00000258747
43592	12	9905082	9913497	CD69	ENSG00000110848
43593	2	109065017	109125871	GCC2	ENSG00000135968
43594	17	73905655	73937221	FBF1	ENSG00000188878
43595	14	45036116	45036209	snoU13	ENSG00000238501
43596	11	62037627	62040628	SCGB2A2	ENSG00000110484
43597	14	45232360	45252032	RP11-398E10.1	ENSG00000258998
43598	12	51157493	51214905	ATF1	ENSG00000123268
43599	11	67922330	67981295	SUV420H1	ENSG00000110066
43600	14	45329519	45335450	CTD-2373J19.1	ENSG00000259000
43601	6	33762450	33771788	MLN	ENSG00000096395
43602	17	45634779	45634880	Y_RNA	ENSG00000206734
43603	2	27422455	27435826	SLC5A6	ENSG00000138074
43604	14	45346077	45366280	RP11-857B24.1	ENSG00000258633
43605	17	45681226	45726786	RP11-580I16.2	ENSG00000263766
43606	1	59762310	60233347	FGGY	ENSG00000172456
43607	2	28615315	28640179	FOSL2	ENSG00000075426
43608	17	45759783	45760049	RP11-138C9.1	ENSG00000264558
43609	17	45940708	45942556	RP11-6N17.1	ENSG00000264243
43610	19	33087913	33167503	ANKRD27	ENSG00000105186
43611	17	45956838	45959764	RP11-6N17.2	ENSG00000266821
43612	11	62063754	62066536	SCGB1D4	ENSG00000197745
43613	12	111890018	112037480	ATXN2	ENSG00000204842
43614	11	7686331	7698453	CYB5R2	ENSG00000166394
43615	9	135136743	135230372	SETX	ENSG00000107290
43616	2	191745553	191830278	GLS	ENSG00000115419
43617	17	45968621	45973178	RP11-6N17.4	ENSG00000264920
43619	16	2325882	2390747	ABCA3	ENSG00000167972
43620	12	56214744	56224608	DNAJC14	ENSG00000135392
43621	5	33440802	33469644	TARS	ENSG00000113407
43622	17	45974696	46018776	AC003665.1	ENSG00000234494
43623	22	36622256	36636000	APOL2	ENSG00000128335
43624	17	25564885	25568687	RP11-663N22.1	ENSG00000265246
43625	22	21383007	21387129	SLC7A4	ENSG00000099960
43626	13	50656307	51297372	DLEU1	ENSG00000176124
43627	3	51989330	51991509	GPR62	ENSG00000180929
43628	17	25601133	25601503	RPL34P31	ENSG00000239223
43629	7	5938356	5965605	CCZ1	ENSG00000122674
43630	10	51748078	51770259	AGAP6	ENSG00000204149
43631	15	40226347	40327797	EIF2AK4	ENSG00000128829
43632	4	38968365	39034542	TMEM156	ENSG00000121895
43633	15	38834444	38834544	Y_RNA	ENSG00000201509
43634	17	25607508	25607938	RPS16P8	ENSG00000213664
43635	11	62104920	62160882	ASRGL1	ENSG00000162174
43636	7	135814728	135814829	Y_RNA	ENSG00000206705
43637	15	38964048	38981392	RP11-275I4.2	ENSG00000259747
43638	7	135929194	135929282	AC009784.1	ENSG00000220982
43639	7	135947306	135947765	AC009784.4	ENSG00000236503
43641	15	39048755	39051614	RP11-326N17.1	ENSG00000259731
43642	17	25608120	25608441	RP11-173M1.3	ENSG00000265453
43643	12	81101277	81103253	MYF6	ENSG00000111046
43644	2	179328391	179343327	FKBP7	ENSG00000079150
43645	17	25620936	25621022	MIR4522	ENSG00000263583
43646	17	25641669	25642952	RP11-173M1.8	ENSG00000264469
43647	X	129198849	129244691	ELF4	ENSG00000102034
43648	15	39157523	39719396	RP11-624L4.1	ENSG00000259345
43649	21	45192393	45196326	CSTB	ENSG00000160213
43650	22	21400249	21418457	AC002472.13	ENSG00000187905
43651	7	150929575	150935908	CHPF2	ENSG00000033100
43652	17	9479944	9546776	WDR16	ENSG00000166596
43653	15	39311434	39317119	RP11-62C7.2	ENSG00000259278
43654	16	30789778	30798523	ZNF629	ENSG00000102870
43655	7	136170404	136173065	AC009541.1	ENSG00000226066
43656	14	45356637	45356944	RP11-857B24.3	ENSG00000258509
43657	15	39459940	39472231	RP11-265N7.2	ENSG00000259423
43658	9	35609530	35646807	CD72	ENSG00000137101
43659	6	391739	411447	IRF4	ENSG00000137265
43660	14	45357759	45358244	RP11-857B24.2	ENSG00000259046
43661	X	153991031	154005964	DKC1	ENSG00000130826
43662	14	45368111	45381066	RP11-857B24.5	ENSG00000258949
43663	7	136370306	136866854	hsa-mir-490	ENSG00000234352
43664	15	39480639	39486510	RP11-265N7.1	ENSG00000259450
43665	14	45552248	45553180	CTD-3028N15.1	ENSG00000249163
43666	15	39592619	39602983	RP11-462P6.1	ENSG00000259447
43667	14	45557446	45557511	SNORD58	ENSG00000212615
43668	14	45580086	45580171	SNORD127	ENSG00000239043
43669	14	45743562	45743680	RNU6-552P	ENSG00000199739
43670	15	39764904	39773407	RP11-624L4.2	ENSG00000259269
43671	14	45759239	45759589	DNAJC19P9	ENSG00000258608
43672	14	45838418	45840042	RP11-454K7.3	ENSG00000260046
43673	18	61564408	61603345	SERPINB10	ENSG00000242550
43674	12	81110691	81113452	MYF5	ENSG00000111049
43675	14	45846471	45858489	RP11-454K7.1	ENSG00000257900
43676	15	39804607	39812055	RP11-27M9.1	ENSG00000259390
43677	12	122652285	122688018	LRRC43	ENSG00000158113
43678	14	45971945	45972343	RP11-454K7.2	ENSG00000258746
43679	14	46037198	46038272	RP11-945F5.1	ENSG00000258845
43680	16	30844947	30906281	BCL7C	ENSG00000099385
43681	15	39885781	39886432	CTD-2033D15.1	ENSG00000259279
43682	15	40062760	40093534	RP11-37C7.1	ENSG00000259580
43683	14	46175453	46185155	RP11-369C8.1	ENSG00000258616
43685	22	21477050	21482352	POM121L7	ENSG00000239511
43686	15	40074772	40077818	RP11-37C7.3	ENSG00000261136
43687	21	45209394	45225174	RRP1	ENSG00000160214
43688	15	40105424	40107630	RP11-37C7.2	ENSG00000259432
43690	15	40213243	40218081	RP11-325N19.3	ENSG00000246863
43691	15	40214983	40215087	Y_RNA	ENSG00000200305
43692	15	40242907	40243009	snoU13	ENSG00000238564
43693	15	40243576	40243909	H3F3AP1	ENSG00000259389
43694	15	40331512	40359491	SRP14-AS1	ENSG00000248508
43695	22	21562262	21581926	GGT2	ENSG00000133475
43696	17	46007048	46010472	RP11-6N17.3	ENSG00000266601
43697	13	51285144	51418075	DLEU7	ENSG00000186047
43698	12	54375293	54379303	HOXC-AS3	ENSG00000251151
43699	19	58452201	58459043	ZNF256	ENSG00000152454
43700	17	46022790	46051804	RP11-6N17.9	ENSG00000263798
43701	15	40367405	40370905	RP11-521C20.2	ENSG00000259584
43702	4	39046659	39128477	KLHL5	ENSG00000109790
43703	15	40381033	40381587	RP11-521C20.3	ENSG00000259409
43704	3	156735131	156735485	RN7SKP177	ENSG00000222499
43705	17	46024168	46025641	RP11-6N17.6	ENSG00000264019
43706	3	156799456	156840793	LINC00880	ENSG00000243629
43707	15	40425969	40427415	RP11-521C20.1	ENSG00000259239
43708	6	33989628	34123399	GRM4	ENSG00000124493
43709	17	46057764	46073562	RP11-6N17.10	ENSG00000264701
43710	3	156799630	156806336	RP11-6F2.5	ENSG00000241544
43711	12	56229217	56236750	MMP19	ENSG00000123342
43712	17	46114527	46114613	MIR152	ENSG00000207947
43713	Y	9236076	9307357	TSPY1	ENSG00000258992
43714	5	41307056	41510730	PLCXD3	ENSG00000182836
43715	8	97273943	97349223	PTDSS1	ENSG00000156471
43716	19	58469805	58485902	C19orf18	ENSG00000177025
43717	15	40524283	40528308	RP11-133K1.7	ENSG00000260648
43718	19	45992035	46005768	PPM1N	ENSG00000213889
43719	17	46122503	46125435	RP5-890E16.2	ENSG00000263412
43720	3	156807670	156818924	LINC00881	ENSG00000241135
43721	15	40592871	40594021	PLCB2-AS1	ENSG00000259307
43722	16	30907928	30914881	CTF1	ENSG00000150281
43723	15	40604553	40605490	RP11-133K1.1	ENSG00000244705
43724	17	46137745	46138031	RP5-890E16.4	ENSG00000266341
43725	15	40604816	40608835	RP11-133K1.6	ENSG00000259198
43726	17	46166040	46166146	RNU6-1201P	ENSG00000206954
43727	7	150935850	150974982	SMARCD3	ENSG00000082014
43728	17	46233789	46233873	MIR1203	ENSG00000221739
43729	15	40617417	40618916	LINC00984	ENSG00000259330
43730	17	46263300	46281891	RP11-456D7.1	ENSG00000263787
43731	15	40623738	40623849	RNA5SP392	ENSG00000252714
43732	15	40661126	40661841	RP11-64K12.4	ENSG00000259368
43733	3	156871337	156871429	Y_RNA	ENSG00000201778
43734	15	40664026	40664677	LINC00594	ENSG00000259714
43735	3	156880452	156881721	KRT18P34	ENSG00000244515
43736	15	40666599	40668192	RP11-64K12.10	ENSG00000261374
43737	17	46274042	46274148	RNU6-1152P	ENSG00000207306
43738	3	51991470	52002426	PCBP4	ENSG00000090097
43739	3	156881241	156886922	RP11-555M1.3	ENSG00000241770
43740	13	51483814	51544592	RNASEH2B	ENSG00000136104
43742	15	40745643	40746838	RP11-64K12.9	ENSG00000259364
43743	17	46371709	46386124	AC090627.1	ENSG00000235300
43744	3	156891707	156891829	RNA5SP146	ENSG00000222675
43745	22	36649056	36663576	APOL1	ENSG00000100342
43746	12	92813870	92821924	CLLU1OS	ENSG00000205057
43747	15	40756392	40758925	RP11-64K12.8	ENSG00000259211
43748	3	156893012	157099054	RP11-550I24.2	ENSG00000243176
43749	15	40772951	40773514	RP11-64K12.1	ENSG00000244251
43750	11	68028803	68039469	C11orf24	ENSG00000171067
43751	17	46454624	46457732	RP11-433M22.1	ENSG00000266222
43752	17	46459734	46459948	U3	ENSG00000200538
43753	5	271736	353971	PDCD6	ENSG00000249915
43754	15	40780240	40850183	RP11-111A22.1	ENSG00000259536
43755	12	92815307	92824778	CLLU1	ENSG00000257127
43756	20	18269121	18297640	ZNF133	ENSG00000125846
43757	17	46537732	46543402	RP11-433M22.2	ENSG00000264451
43758	17	79848666	79858867	ANAPC11	ENSG00000141552
43759	3	156948109	156948997	RP11-550I24.3	ENSG00000270981
43760	17	46556459	46556560	Y_RNA	ENSG00000206805
43761	9	35649292	35650937	SIT1	ENSG00000137078
43762	15	40821769	40821872	RNU6-516P	ENSG00000223313
43763	3	157648281	157648514	RN7SKP46	ENSG00000251751
43764	22	21737663	21743446	RIMBP3B	ENSG00000196934
43765	15	40899410	40899510	snoU13	ENSG00000238559
43766	3	157694350	157695925	RP11-290K4.1	ENSG00000239716
43767	15	40907865	40908126	RN7SL376P	ENSG00000265814
43768	19	58488421	58514717	ZNF606	ENSG00000166704
43769	17	46620913	46628610	HOXB-AS1	ENSG00000230148
43770	15	40935131	40939055	CTD-2339L15.3	ENSG00000259254
43771	3	157734005	157806786	RP11-290K4.2	ENSG00000242536
43772	15	43920701	43960316	CATSPER2	ENSG00000166762
43773	15	40978922	40987305	RAD51-AS1	ENSG00000245849
43774	3	157993598	157994210	RP11-113A11.1	ENSG00000241723
43775	3	158214350	158214723	RP11-538P18.1	ENSG00000243314
43776	12	93096619	93102325	C12orf74	ENSG00000214215
43777	14	21558205	21572881	ZNF219	ENSG00000165804
43778	3	158263009	158288855	RP11-538P18.2	ENSG00000243150
43779	7	44256749	44374176	CAMK2B	ENSG00000058404
43780	22	21771693	21805752	HIC2	ENSG00000169635
43781	10	3574286	3579223	RP11-482E14.2	ENSG00000236892
43782	19	10501810	10530797	CDC37	ENSG00000105401
43783	5	41730167	41870621	OXCT1	ENSG00000083720
43784	3	158327399	158328646	MTAPP1	ENSG00000243025
43785	10	3793259	3805418	RP11-184A2.3	ENSG00000229672
43786	3	158344445	158344638	RP11-79M21.3	ENSG00000243165
43787	3	158410909	158411557	RP11-379F4.7	ENSG00000272087
43788	1	60280458	60342050	HOOK1	ENSG00000134709
43789	11	18300223	18343745	HPS5	ENSG00000110756
43790	1	220603286	220608023	AC096644.1	ENSG00000224867
43791	2	179345195	179381189	PLEKHA3	ENSG00000116095
43792	3	158413156	158413370	RP11-379F4.6	ENSG00000272440
43793	14	46285346	46285432	AL158111.1	ENSG00000264420
43794	4	114821440	114900883	ARSJ	ENSG00000180801
43795	10	3810107	3810943	RP11-184A2.2	ENSG00000228353
43797	14	46410146	46971026	LINC00871	ENSG00000258700
43799	3	170582664	170588272	RPL22L1	ENSG00000163584
43800	3	158450052	158501859	RP11-379F4.4	ENSG00000240207
43801	8	22022249	22069839	BMP1	ENSG00000168487
43802	12	51236703	51281667	TMPRSS12	ENSG00000186452
43804	12	93115281	93166231	PLEKHG7	ENSG00000187510
43805	14	47429626	47429749	SNORA25	ENSG00000251735
43806	14	47465657	47466377	RPA2P1	ENSG00000258392
43807	14	47669778	47670307	RPL13AP2	ENSG00000244053
43808	11	68080077	68216743	LRP5	ENSG00000162337
43809	11	7710669	7727968	OVCH2	ENSG00000183378
43810	14	47913309	47913697	RPS15AP3	ENSG00000214903
43812	14	48230198	48230307	MIR548Y	ENSG00000263945
43813	2	232825955	233209060	DIS3L2	ENSG00000144535
43814	2	28680012	28866654	PLB1	ENSG00000163803
43815	10	51827648	51893269	FAM21A	ENSG00000099290
43816	16	2479395	2508855	CCNF	ENSG00000162063
43817	6	42931608	42946958	PEX6	ENSG00000124587
43818	14	48234157	48264295	LINC00648	ENSG00000259129
43819	11	116660083	116663136	APOA5	ENSG00000110243
43820	6	18120718	18122851	NHLRC1	ENSG00000187566
43821	4	115519611	115599380	UGT8	ENSG00000174607
43822	12	89765597	89766136	RP11-1109F11.5	ENSG00000271259
43823	9	135251008	135282209	TTF1	ENSG00000125482
43824	22	21899646	21905750	RIMBP3C	ENSG00000183246
43825	9	35658301	35661508	CCDC107	ENSG00000159884
43826	6	18128542	18155305	TPMT	ENSG00000137364
43827	22	21903736	21978323	UBE2L3	ENSG00000185651
43828	3	53322889	53323142	RN7SL821P	ENSG00000263406
43829	13	51796503	51858377	FAM124A	ENSG00000150510
43830	3	53324658	53324769	Y_RNA	ENSG00000206902
43831	11	62172575	62190667	SCGB1A1	ENSG00000149021
43832	16	70514471	70557468	COG4	ENSG00000103051
43833	11	116691419	116694022	APOA4	ENSG00000110244
43834	3	53367087	53367155	SNORD38	ENSG00000207109
43835	7	80291647	80291901	AC073850.6	ENSG00000229436
43836	3	53421740	53421863	SNORA26	ENSG00000212608
43837	8	42273993	42397069	SLC20A2	ENSG00000168575
43838	7	80820714	80821325	AC005008.3	ENSG00000226671
43839	3	53508727	53509116	RP11-72H11.1	ENSG00000227224
43840	7	80964422	80964499	AC004866.1	ENSG00000223514
43842	3	53564349	53564428	SNORD63	ENSG00000251987
43843	17	46626992	46683776	HOXB-AS3	ENSG00000233101
43844	7	81061047	81062112	AC004866.3	ENSG00000224134
43845	3	53631903	53631994	AC024149.1	ENSG00000264327
43846	7	81092352	81092929	AC008163.6	ENSG00000232968
43847	7	81157719	81191099	AC008163.4	ENSG00000234113
43848	2	97749320	97760619	FAHD2B	ENSG00000144199
43849	7	116451124	116562103	CAPZA2	ENSG00000198898
43850	X	41548226	41556526	GPR34	ENSG00000171659
43851	1	220701568	220837803	MARK1	ENSG00000116141
43852	7	81205702	81255532	AC010091.1	ENSG00000233491
43853	18	319361	500722	COLEC12	ENSG00000158270
43854	18	34409069	34812135	KIAA1328	ENSG00000150477
43855	4	115748919	116035032	NDST4	ENSG00000138653
43856	19	46009837	46030241	VASP	ENSG00000125753
43857	9	135285430	135448704	C9orf171	ENSG00000188523
43858	7	81240200	81240642	AC010091.4	ENSG00000230196
43859	7	81549519	81549586	AC006145.1	ENSG00000263416
43860	12	93164413	93323107	EEA1	ENSG00000102189
43861	7	81638493	81659271	MIR1255B1	ENSG00000223770
43862	11	116700422	116703788	APOC3	ENSG00000110245
43864	13	51909909	51938871	SERPINE3	ENSG00000253309
43865	7	99933737	99965356	PILRB	ENSG00000121716
43866	3	170606204	170626482	EIF5A2	ENSG00000163577
43867	11	62201016	62323707	AHNAK	ENSG00000124942
43868	1	1656277	1677431	SLC35E2	ENSG00000215790
43869	17	25660282	25675517	RP11-173M1.4	ENSG00000266313
43870	17	25678884	25679610	RP11-173M1.5	ENSG00000265683
43871	17	19551449	19580911	ALDH3A2	ENSG00000072210
43872	17	25738464	25739832	RP11-578C11.2	ENSG00000266356
43873	9	135457572	135465653	BARHL1	ENSG00000125492
43874	3	142668006	142682178	PAQR9	ENSG00000188582
43875	X	41583408	41589388	GPR82	ENSG00000171657
43876	20	18364011	18447925	DZANK1	ENSG00000089091
43877	10	3876142	3876920	RP11-464C19.2	ENSG00000230573
43878	17	25744716	25758649	TBC1D3P5	ENSG00000266433
43879	10	3976711	3978005	RP11-464C19.3	ENSG00000226005
43880	7	5965181	6010314	RSPH10B	ENSG00000155026
43881	10	4067132	4070586	RP11-433J20.2	ENSG00000227101
43882	9	35658872	35675863	ARHGEF39	ENSG00000137135
